StoreID: 1 | Date: 24/3/16 | Register: 1 | Sale: $635.85 | Total Produced: 1 | Sleep: 38ms
StoreID: 2 | Date: 4/7/16 | Register: 1 | Sale: $666.91 | Total Produced: 2 | Sleep: 23ms
StoreID: 4 | Date: 8/5/16 | Register: 2 | Sale: $150.32 | Total Produced: 3 | Sleep: 20ms
StoreID: 6 | Date: 6/5/16 | Register: 3 | Sale: $335.71 | Total Produced: 4 | Sleep: 24ms
StoreID: 8 | Date: 3/2/16 | Register: 2 | Sale: $558.93 | Total Produced: 5 | Sleep: 23ms
StoreID: 10 | Date: 3/2/16 | Register: 4 | Sale: $511.86 | Total Produced: 6 | Sleep: 14ms
StoreID: 5 | Date: 11/2/16 | Register: 4 | Sale: $72.86 | Total Produced: 7 | Sleep: 7ms
StoreID: 9 | Date: 13/12/16 | Register: 4 | Sale: $221.76 | Total Produced: 8 | Sleep: 31ms
StoreID: 3 | Date: 20/6/16 | Register: 6 | Sale: $543.79 | Total Produced: 9 | Sleep: 32ms
StoreID: 7 | Date: 1/11/16 | Register: 1 | Sale: $910.66 | Total Produced: 10 | Sleep: 36ms
StoreID: 4 | Date: 2/4/16 | Register: 1 | Sale: $236.93 | Total Produced: 11 | Sleep: 35ms
StoreID: 2 | Date: 11/10/16 | Register: 2 | Sale: $828.21 | Total Produced: 12 | Sleep: 39ms
StoreID: 5 | Date: 3/4/16 | Register: 6 | Sale: $349.15 | Total Produced: 13 | Sleep: 6ms
StoreID: 1 | Date: 25/12/16 | Register: 2 | Sale: $368.43 | Total Produced: 14 | Sleep: 39ms
StoreID: 10 | Date: 26/3/16 | Register: 2 | Sale: $48.42 | Total Produced: 15 | Sleep: 26ms
StoreID: 6 | Date: 28/6/16 | Register: 6 | Sale: $727.19 | Total Produced: 16 | Sleep: 40ms
StoreID: 8 | Date: 29/3/16 | Register: 1 | Sale: $335.62 | Total Produced: 17 | Sleep: 20ms
StoreID: 5 | Date: 23/2/16 | Register: 6 | Sale: $413.49 | Total Produced: 18 | Sleep: 37ms
StoreID: 9 | Date: 4/8/16 | Register: 5 | Sale: $796.6 | Total Produced: 19 | Sleep: 15ms
StoreID: 3 | Date: 12/1/16 | Register: 3 | Sale: $137.54 | Total Produced: 20 | Sleep: 12ms
StoreID: 7 | Date: 5/11/16 | Register: 3 | Sale: $970.93 | Total Produced: 21 | Sleep: 5ms
StoreID: 4 | Date: 16/7/16 | Register: 4 | Sale: $112.55 | Total Produced: 22 | Sleep: 18ms
StoreID: 10 | Date: 4/2/16 | Register: 5 | Sale: $205.79 | Total Produced: 23 | Sleep: 21ms
StoreID: 8 | Date: 6/1/16 | Register: 6 | Sale: $950.62 | Total Produced: 24 | Sleep: 8ms
StoreID: 7 | Date: 12/8/16 | Register: 4 | Sale: $812.13 | Total Produced: 25 | Sleep: 11ms
StoreID: 3 | Date: 26/8/16 | Register: 5 | Sale: $78.15 | Total Produced: 26 | Sleep: 26ms
StoreID: 2 | Date: 13/12/16 | Register: 6 | Sale: $999.86 | Total Produced: 27 | Sleep: 32ms
