StoreID: 1 | Date: 24/6/16 | Register: 5 | Sale: $927.05 | Total Produced: 1 | Sleep: 8ms
StoreID: 2 | Date: 16/12/16 | Register: 4 | Sale: $678.79 | Total Produced: 2 | Sleep: 26ms
StoreID: 4 | Date: 23/1/16 | Register: 4 | Sale: $18.77 | Total Produced: 3 | Sleep: 24ms
StoreID: 3 | Date: 30/11/16 | Register: 1 | Sale: $8.35 | Total Produced: 4 | Sleep: 39ms
StoreID: 1 | Date: 4/12/16 | Register: 1 | Sale: $819.16 | Total Produced: 5 | Sleep: 26ms
StoreID: 5 | Date: 27/6/16 | Register: 2 | Sale: $774.28 | Total Produced: 6 | Sleep: 27ms
StoreID: 2 | Date: 11/6/16 | Register: 2 | Sale: $801.12 | Total Produced: 7 | Sleep: 38ms
StoreID: 4 | Date: 10/6/16 | Register: 1 | Sale: $274 | Total Produced: 8 | Sleep: 35ms
StoreID: 1 | Date: 16/8/16 | Register: 1 | Sale: $186.26 | Total Produced: 9 | Sleep: 19ms
StoreID: 5 | Date: 2/5/16 | Register: 1 | Sale: $780.08 | Total Produced: 10 | Sleep: 22ms
StoreID: 3 | Date: 17/8/16 | Register: 3 | Sale: $362.19 | Total Produced: 11 | Sleep: 36ms
StoreID: 1 | Date: 7/6/16 | Register: 1 | Sale: $625.83 | Total Produced: 12 | Sleep: 10ms
StoreID: 2 | Date: 9/4/16 | Register: 4 | Sale: $615.96 | Total Produced: 13 | Sleep: 26ms
StoreID: 5 | Date: 17/6/16 | Register: 1 | Sale: $730.62 | Total Produced: 14 | Sleep: 26ms
StoreID: 4 | Date: 26/11/16 | Register: 5 | Sale: $719.17 | Total Produced: 15 | Sleep: 13ms
StoreID: 1 | Date: 5/6/16 | Register: 5 | Sale: $922.01 | Total Produced: 16 | Sleep: 26ms
StoreID: 3 | Date: 29/2/16 | Register: 3 | Sale: $491.4 | Total Produced: 17 | Sleep: 9ms
StoreID: 4 | Date: 28/1/16 | Register: 3 | Sale: $143.95 | Total Produced: 18 | Sleep: 39ms
StoreID: 2 | Date: 20/3/16 | Register: 2 | Sale: $717.18 | Total Produced: 19 | Sleep: 33ms
StoreID: 3 | Date: 16/11/16 | Register: 4 | Sale: $99.81 | Total Produced: 20 | Sleep: 24ms
StoreID: 5 | Date: 5/11/16 | Register: 6 | Sale: $290.27 | Total Produced: 21 | Sleep: 19ms
StoreID: 1 | Date: 18/6/16 | Register: 2 | Sale: $828.42 | Total Produced: 22 | Sleep: 25ms
StoreID: 5 | Date: 29/9/16 | Register: 5 | Sale: $518.74 | Total Produced: 23 | Sleep: 23ms
StoreID: 3 | Date: 25/8/16 | Register: 6 | Sale: $741.1 | Total Produced: 24 | Sleep: 31ms
StoreID: 2 | Date: 4/9/16 | Register: 5 | Sale: $801.9 | Total Produced: 25 | Sleep: 31ms
StoreID: 4 | Date: 27/6/16 | Register: 2 | Sale: $269.35 | Total Produced: 26 | Sleep: 12ms
StoreID: 1 | Date: 1/9/16 | Register: 6 | Sale: $301.01 | Total Produced: 27 | Sleep: 20ms
StoreID: 5 | Date: 24/3/16 | Register: 1 | Sale: $525.4 | Total Produced: 28 | Sleep: 33ms
