StoreID: 1 | Date: 8/7/16 | Register: 1 | Sale: $888.67 | Total Produced: 1 | Sleep: 7ms
StoreID: 2 | Date: 21/11/16 | Register: 4 | Sale: $568.61 | Total Produced: 2 | Sleep: 21ms
StoreID: 4 | Date: 1/2/16 | Register: 3 | Sale: $242.71 | Total Produced: 3 | Sleep: 23ms
StoreID: 3 | Date: 19/9/16 | Register: 4 | Sale: $191.21 | Total Produced: 4 | Sleep: 9ms
StoreID: 5 | Date: 26/8/16 | Register: 5 | Sale: $639.45 | Total Produced: 5 | Sleep: 34ms
StoreID: 1 | Date: 11/4/16 | Register: 3 | Sale: $557.74 | Total Produced: 6 | Sleep: 21ms
StoreID: 3 | Date: 7/10/16 | Register: 4 | Sale: $328.78 | Total Produced: 7 | Sleep: 37ms
StoreID: 2 | Date: 6/2/16 | Register: 5 | Sale: $689.6 | Total Produced: 8 | Sleep: 5ms
StoreID: 4 | Date: 16/2/16 | Register: 1 | Sale: $486.71 | Total Produced: 9 | Sleep: 19ms
StoreID: 2 | Date: 7/9/16 | Register: 4 | Sale: $572.25 | Total Produced: 10 | Sleep: 26ms
StoreID: 1 | Date: 2/3/16 | Register: 5 | Sale: $894.36 | Total Produced: 11 | Sleep: 7ms
StoreID: 1 | Date: 4/3/16 | Register: 4 | Sale: $941.23 | Total Produced: 12 | Sleep: 5ms
StoreID: 5 | Date: 18/11/16 | Register: 2 | Sale: $571.9 | Total Produced: 13 | Sleep: 37ms
StoreID: 4 | Date: 28/7/16 | Register: 4 | Sale: $169.65 | Total Produced: 14 | Sleep: 29ms
StoreID: 1 | Date: 27/3/16 | Register: 6 | Sale: $383.9 | Total Produced: 15 | Sleep: 5ms
StoreID: 3 | Date: 27/9/16 | Register: 3 | Sale: $799.47 | Total Produced: 16 | Sleep: 6ms
StoreID: 2 | Date: 30/11/16 | Register: 5 | Sale: $239.31 | Total Produced: 17 | Sleep: 37ms
StoreID: 1 | Date: 13/4/16 | Register: 5 | Sale: $292.93 | Total Produced: 18 | Sleep: 23ms
StoreID: 3 | Date: 29/1/16 | Register: 3 | Sale: $558.15 | Total Produced: 19 | Sleep: 38ms
StoreID: 4 | Date: 16/1/16 | Register: 4 | Sale: $356.86 | Total Produced: 20 | Sleep: 29ms
StoreID: 5 | Date: 28/1/16 | Register: 3 | Sale: $947.51 | Total Produced: 21 | Sleep: 37ms
StoreID: 1 | Date: 1/10/16 | Register: 3 | Sale: $357.78 | Total Produced: 22 | Sleep: 29ms
StoreID: 2 | Date: 17/4/16 | Register: 3 | Sale: $76.92 | Total Produced: 23 | Sleep: 22ms
StoreID: 3 | Date: 18/1/16 | Register: 1 | Sale: $269.73 | Total Produced: 24 | Sleep: 16ms
StoreID: 4 | Date: 23/1/16 | Register: 6 | Sale: $453.27 | Total Produced: 25 | Sleep: 8ms
StoreID: 1 | Date: 21/9/16 | Register: 3 | Sale: $291.41 | Total Produced: 26 | Sleep: 23ms
StoreID: 5 | Date: 21/12/16 | Register: 2 | Sale: $270.56 | Total Produced: 27 | Sleep: 5ms
StoreID: 4 | Date: 2/10/16 | Register: 2 | Sale: $576.24 | Total Produced: 28 | Sleep: 36ms
StoreID: 2 | Date: 8/3/16 | Register: 6 | Sale: $534.55 | Total Produced: 29 | Sleep: 25ms
StoreID: 3 | Date: 21/7/16 | Register: 1 | Sale: $472.1 | Total Produced: 30 | Sleep: 37ms
StoreID: 5 | Date: 18/7/16 | Register: 1 | Sale: $841.08 | Total Produced: 31 | Sleep: 10ms
StoreID: 1 | Date: 20/12/16 | Register: 2 | Sale: $766.87 | Total Produced: 32 | Sleep: 23ms
StoreID: 5 | Date: 25/4/16 | Register: 6 | Sale: $191.99 | Total Produced: 33 | Sleep: 35ms
StoreID: 2 | Date: 28/3/16 | Register: 2 | Sale: $538.48 | Total Produced: 34 | Sleep: 39ms
StoreID: 4 | Date: 3/4/16 | Register: 5 | Sale: $358.39 | Total Produced: 35 | Sleep: 28ms
StoreID: 1 | Date: 23/10/16 | Register: 6 | Sale: $776.32 | Total Produced: 36 | Sleep: 10ms
StoreID: 3 | Date: 20/8/16 | Register: 5 | Sale: $900.85 | Total Produced: 37 | Sleep: 19ms
StoreID: 1 | Date: 26/10/16 | Register: 2 | Sale: $573.09 | Total Produced: 38 | Sleep: 9ms
StoreID: 5 | Date: 2/8/16 | Register: 3 | Sale: $967.47 | Total Produced: 39 | Sleep: 11ms
StoreID: 1 | Date: 21/3/16 | Register: 1 | Sale: $675.87 | Total Produced: 40 | Sleep: 30ms
StoreID: 4 | Date: 24/4/16 | Register: 5 | Sale: $507.61 | Total Produced: 41 | Sleep: 10ms
StoreID: 3 | Date: 16/9/16 | Register: 1 | Sale: $170.17 | Total Produced: 42 | Sleep: 21ms
