StoreID: 1 | Date: 9/8/16 | Register: 2 | Sale: $407.69 | Total Produced: 1 | Sleep: 26ms
StoreID: 2 | Date: 22/11/16 | Register: 4 | Sale: $85.21 | Total Produced: 2 | Sleep: 23ms
StoreID: 4 | Date: 6/7/16 | Register: 2 | Sale: $644.97 | Total Produced: 3 | Sleep: 15ms
StoreID: 3 | Date: 9/6/16 | Register: 6 | Sale: $99.4 | Total Produced: 4 | Sleep: 16ms
StoreID: 5 | Date: 12/11/16 | Register: 1 | Sale: $110.2 | Total Produced: 5 | Sleep: 20ms
StoreID: 4 | Date: 19/6/16 | Register: 1 | Sale: $383.98 | Total Produced: 6 | Sleep: 28ms
StoreID: 1 | Date: 9/11/16 | Register: 5 | Sale: $973.56 | Total Produced: 7 | Sleep: 40ms
StoreID: 3 | Date: 24/6/16 | Register: 3 | Sale: $93.54 | Total Produced: 8 | Sleep: 11ms
StoreID: 2 | Date: 15/6/16 | Register: 1 | Sale: $550.44 | Total Produced: 9 | Sleep: 21ms
StoreID: 5 | Date: 11/11/16 | Register: 4 | Sale: $313.62 | Total Produced: 10 | Sleep: 30ms
StoreID: 3 | Date: 27/2/16 | Register: 6 | Sale: $872.21 | Total Produced: 11 | Sleep: 28ms
StoreID: 4 | Date: 3/2/16 | Register: 3 | Sale: $716.56 | Total Produced: 12 | Sleep: 27ms
StoreID: 2 | Date: 24/4/16 | Register: 1 | Sale: $73.77 | Total Produced: 13 | Sleep: 26ms
StoreID: 5 | Date: 25/1/16 | Register: 3 | Sale: $622.92 | Total Produced: 14 | Sleep: 13ms
StoreID: 1 | Date: 22/3/16 | Register: 6 | Sale: $411.33 | Total Produced: 15 | Sleep: 37ms
StoreID: 3 | Date: 10/5/16 | Register: 2 | Sale: $727.01 | Total Produced: 16 | Sleep: 33ms
StoreID: 4 | Date: 3/8/16 | Register: 4 | Sale: $562.23 | Total Produced: 17 | Sleep: 19ms
StoreID: 5 | Date: 9/2/16 | Register: 5 | Sale: $151.06 | Total Produced: 18 | Sleep: 24ms
StoreID: 2 | Date: 1/8/16 | Register: 3 | Sale: $726.96 | Total Produced: 19 | Sleep: 37ms
StoreID: 4 | Date: 16/7/16 | Register: 3 | Sale: $473.26 | Total Produced: 20 | Sleep: 17ms
StoreID: 3 | Date: 9/8/16 | Register: 2 | Sale: $928.19 | Total Produced: 21 | Sleep: 29ms
StoreID: 1 | Date: 10/3/16 | Register: 5 | Sale: $817.26 | Total Produced: 22 | Sleep: 30ms
StoreID: 5 | Date: 21/11/16 | Register: 2 | Sale: $843.45 | Total Produced: 23 | Sleep: 26ms
StoreID: 4 | Date: 4/6/16 | Register: 5 | Sale: $152.75 | Total Produced: 24 | Sleep: 18ms
StoreID: 2 | Date: 29/6/16 | Register: 1 | Sale: $380.4 | Total Produced: 25 | Sleep: 29ms
StoreID: 3 | Date: 21/9/16 | Register: 5 | Sale: $140.6 | Total Produced: 26 | Sleep: 11ms
StoreID: 4 | Date: 30/5/16 | Register: 2 | Sale: $229.46 | Total Produced: 27 | Sleep: 14ms
StoreID: 1 | Date: 8/2/16 | Register: 1 | Sale: $757.5 | Total Produced: 28 | Sleep: 21ms
StoreID: 5 | Date: 12/7/16 | Register: 3 | Sale: $474.04 | Total Produced: 29 | Sleep: 9ms
StoreID: 3 | Date: 1/3/16 | Register: 4 | Sale: $956.44 | Total Produced: 30 | Sleep: 6ms
StoreID: 4 | Date: 28/1/16 | Register: 6 | Sale: $855.99 | Total Produced: 31 | Sleep: 10ms
StoreID: 5 | Date: 6/1/16 | Register: 6 | Sale: $959.91 | Total Produced: 32 | Sleep: 13ms
StoreID: 3 | Date: 6/5/16 | Register: 2 | Sale: $410.58 | Total Produced: 33 | Sleep: 31ms
StoreID: 2 | Date: 23/6/16 | Register: 3 | Sale: $525.52 | Total Produced: 34 | Sleep: 24ms
StoreID: 1 | Date: 1/1/16 | Register: 3 | Sale: $814.56 | Total Produced: 35 | Sleep: 11ms
StoreID: 4 | Date: 19/11/16 | Register: 3 | Sale: $207.13 | Total Produced: 36 | Sleep: 30ms
StoreID: 5 | Date: 9/11/16 | Register: 6 | Sale: $143.61 | Total Produced: 37 | Sleep: 35ms
StoreID: 1 | Date: 3/5/16 | Register: 1 | Sale: $732.93 | Total Produced: 38 | Sleep: 34ms
StoreID: 2 | Date: 7/7/16 | Register: 5 | Sale: $804.79 | Total Produced: 39 | Sleep: 27ms
StoreID: 3 | Date: 23/11/16 | Register: 3 | Sale: $900.48 | Total Produced: 40 | Sleep: 9ms
StoreID: 4 | Date: 28/5/16 | Register: 5 | Sale: $409.07 | Total Produced: 41 | Sleep: 28ms
StoreID: 3 | Date: 28/4/16 | Register: 2 | Sale: $196.97 | Total Produced: 42 | Sleep: 20ms
StoreID: 5 | Date: 21/2/16 | Register: 6 | Sale: $575.2 | Total Produced: 43 | Sleep: 7ms
StoreID: 1 | Date: 18/3/16 | Register: 5 | Sale: $320.11 | Total Produced: 44 | Sleep: 39ms
StoreID: 2 | Date: 17/5/16 | Register: 3 | Sale: $18.1 | Total Produced: 45 | Sleep: 32ms
StoreID: 5 | Date: 26/3/16 | Register: 6 | Sale: $646.75 | Total Produced: 46 | Sleep: 20ms
StoreID: 3 | Date: 27/11/16 | Register: 6 | Sale: $483.4 | Total Produced: 47 | Sleep: 37ms
StoreID: 4 | Date: 15/10/16 | Register: 4 | Sale: $99.72 | Total Produced: 48 | Sleep: 18ms
StoreID: 5 | Date: 25/11/16 | Register: 1 | Sale: $241.02 | Total Produced: 49 | Sleep: 27ms
StoreID: 4 | Date: 14/4/16 | Register: 2 | Sale: $12.89 | Total Produced: 50 | Sleep: 34ms
StoreID: 2 | Date: 16/4/16 | Register: 2 | Sale: $794.23 | Total Produced: 51 | Sleep: 30ms
StoreID: 1 | Date: 23/3/16 | Register: 5 | Sale: $736.4 | Total Produced: 52 | Sleep: 14ms
StoreID: 3 | Date: 18/5/16 | Register: 3 | Sale: $365.22 | Total Produced: 53 | Sleep: 7ms
StoreID: 5 | Date: 11/2/16 | Register: 5 | Sale: $18.41 | Total Produced: 54 | Sleep: 26ms
StoreID: 1 | Date: 6/7/16 | Register: 2 | Sale: $653.21 | Total Produced: 55 | Sleep: 39ms
StoreID: 3 | Date: 1/5/16 | Register: 6 | Sale: $378.79 | Total Produced: 56 | Sleep: 21ms
StoreID: 2 | Date: 5/7/16 | Register: 6 | Sale: $643.27 | Total Produced: 57 | Sleep: 14ms
StoreID: 4 | Date: 20/9/16 | Register: 1 | Sale: $715.23 | Total Produced: 58 | Sleep: 15ms
StoreID: 5 | Date: 8/9/16 | Register: 1 | Sale: $181.25 | Total Produced: 59 | Sleep: 11ms
StoreID: 3 | Date: 9/6/16 | Register: 6 | Sale: $159.48 | Total Produced: 60 | Sleep: 6ms
StoreID: 2 | Date: 3/2/16 | Register: 6 | Sale: $675.48 | Total Produced: 61 | Sleep: 10ms
StoreID: 4 | Date: 2/3/16 | Register: 4 | Sale: $433.52 | Total Produced: 62 | Sleep: 30ms
StoreID: 3 | Date: 26/10/16 | Register: 6 | Sale: $866.97 | Total Produced: 63 | Sleep: 29ms
StoreID: 5 | Date: 27/7/16 | Register: 1 | Sale: $52.78 | Total Produced: 64 | Sleep: 20ms
StoreID: 1 | Date: 27/3/16 | Register: 4 | Sale: $800.56 | Total Produced: 65 | Sleep: 8ms
StoreID: 2 | Date: 16/10/16 | Register: 4 | Sale: $764.39 | Total Produced: 66 | Sleep: 30ms
StoreID: 1 | Date: 3/10/16 | Register: 4 | Sale: $618.93 | Total Produced: 67 | Sleep: 10ms
StoreID: 5 | Date: 9/7/16 | Register: 2 | Sale: $845.71 | Total Produced: 68 | Sleep: 17ms
StoreID: 4 | Date: 13/12/16 | Register: 2 | Sale: $290.79 | Total Produced: 69 | Sleep: 33ms
StoreID: 1 | Date: 27/1/16 | Register: 3 | Sale: $171.38 | Total Produced: 70 | Sleep: 9ms
StoreID: 3 | Date: 10/6/16 | Register: 5 | Sale: $180.82 | Total Produced: 71 | Sleep: 34ms
StoreID: 2 | Date: 13/2/16 | Register: 1 | Sale: $231.23 | Total Produced: 72 | Sleep: 19ms
StoreID: 5 | Date: 9/10/16 | Register: 5 | Sale: $269.21 | Total Produced: 73 | Sleep: 31ms
StoreID: 1 | Date: 26/4/16 | Register: 3 | Sale: $477.99 | Total Produced: 74 | Sleep: 17ms
