StoreID: 1 | Date: 19/5/16 | Register: 4 | Sale: $510.68 | Total Produced: 1 | Sleep: 40ms
StoreID: 2 | Date: 14/11/16 | Register: 4 | Sale: $166.68 | Total Produced: 2 | Sleep: 7ms
StoreID: 4 | Date: 20/1/16 | Register: 1 | Sale: $263.72 | Total Produced: 3 | Sleep: 25ms
StoreID: 6 | Date: 28/5/16 | Register: 6 | Sale: $146.13 | Total Produced: 4 | Sleep: 11ms
StoreID: 8 | Date: 26/2/16 | Register: 3 | Sale: $833.64 | Total Produced: 5 | Sleep: 9ms
StoreID: 10 | Date: 12/11/16 | Register: 6 | Sale: $479.29 | Total Produced: 6 | Sleep: 25ms
StoreID: 5 | Date: 20/2/16 | Register: 5 | Sale: $915.1 | Total Produced: 7 | Sleep: 14ms
StoreID: 2 | Date: 23/10/16 | Register: 6 | Sale: $559.83 | Total Produced: 8 | Sleep: 5ms
StoreID: 9 | Date: 24/7/16 | Register: 1 | Sale: $552.86 | Total Produced: 9 | Sleep: 17ms
StoreID: 7 | Date: 7/4/16 | Register: 6 | Sale: $499.74 | Total Produced: 10 | Sleep: 39ms
StoreID: 8 | Date: 16/8/16 | Register: 4 | Sale: $637.75 | Total Produced: 11 | Sleep: 16ms
StoreID: 3 | Date: 26/9/16 | Register: 2 | Sale: $869.76 | Total Produced: 12 | Sleep: 14ms
StoreID: 2 | Date: 16/12/16 | Register: 5 | Sale: $667.82 | Total Produced: 13 | Sleep: 16ms
StoreID: 5 | Date: 27/11/16 | Register: 4 | Sale: $108.27 | Total Produced: 14 | Sleep: 38ms
StoreID: 6 | Date: 28/6/16 | Register: 4 | Sale: $779.55 | Total Produced: 15 | Sleep: 38ms
StoreID: 4 | Date: 10/11/16 | Register: 1 | Sale: $445.88 | Total Produced: 16 | Sleep: 7ms
StoreID: 9 | Date: 11/9/16 | Register: 4 | Sale: $751.92 | Total Produced: 17 | Sleep: 30ms
StoreID: 10 | Date: 25/2/16 | Register: 5 | Sale: $178.74 | Total Produced: 18 | Sleep: 19ms
StoreID: 3 | Date: 20/4/16 | Register: 6 | Sale: $863.68 | Total Produced: 19 | Sleep: 26ms
StoreID: 1 | Date: 6/7/16 | Register: 6 | Sale: $751.4 | Total Produced: 20 | Sleep: 22ms
StoreID: 2 | Date: 9/4/16 | Register: 3 | Sale: $332.93 | Total Produced: 21 | Sleep: 33ms
StoreID: 8 | Date: 6/8/16 | Register: 1 | Sale: $647.37 | Total Produced: 22 | Sleep: 28ms
StoreID: 4 | Date: 27/3/16 | Register: 2 | Sale: $295.55 | Total Produced: 23 | Sleep: 37ms
StoreID: 7 | Date: 14/3/16 | Register: 2 | Sale: $106.33 | Total Produced: 24 | Sleep: 33ms
StoreID: 10 | Date: 22/11/16 | Register: 6 | Sale: $541.29 | Total Produced: 25 | Sleep: 13ms
StoreID: 5 | Date: 4/11/16 | Register: 3 | Sale: $318.32 | Total Produced: 26 | Sleep: 21ms
StoreID: 9 | Date: 7/10/16 | Register: 6 | Sale: $591.02 | Total Produced: 27 | Sleep: 17ms
StoreID: 3 | Date: 10/7/16 | Register: 6 | Sale: $81.1 | Total Produced: 28 | Sleep: 26ms
StoreID: 6 | Date: 28/11/16 | Register: 6 | Sale: $564.16 | Total Produced: 29 | Sleep: 5ms
StoreID: 1 | Date: 6/12/16 | Register: 3 | Sale: $653.01 | Total Produced: 30 | Sleep: 31ms
StoreID: 10 | Date: 5/9/16 | Register: 6 | Sale: $213.73 | Total Produced: 31 | Sleep: 6ms
StoreID: 2 | Date: 26/11/16 | Register: 4 | Sale: $288.06 | Total Produced: 32 | Sleep: 40ms
StoreID: 6 | Date: 20/9/16 | Register: 1 | Sale: $384.74 | Total Produced: 33 | Sleep: 7ms
StoreID: 5 | Date: 25/3/16 | Register: 3 | Sale: $254.38 | Total Produced: 34 | Sleep: 37ms
StoreID: 8 | Date: 19/8/16 | Register: 1 | Sale: $830.89 | Total Produced: 35 | Sleep: 14ms
StoreID: 4 | Date: 11/2/16 | Register: 2 | Sale: $621.78 | Total Produced: 36 | Sleep: 35ms
StoreID: 9 | Date: 10/7/16 | Register: 1 | Sale: $448.3 | Total Produced: 37 | Sleep: 37ms
StoreID: 7 | Date: 3/3/16 | Register: 1 | Sale: $81.65 | Total Produced: 38 | Sleep: 27ms
StoreID: 6 | Date: 4/12/16 | Register: 1 | Sale: $45.61 | Total Produced: 39 | Sleep: 38ms
StoreID: 10 | Date: 1/3/16 | Register: 6 | Sale: $600.79 | Total Produced: 40 | Sleep: 23ms
StoreID: 3 | Date: 8/8/16 | Register: 6 | Sale: $430.74 | Total Produced: 41 | Sleep: 33ms
StoreID: 1 | Date: 27/9/16 | Register: 4 | Sale: $297.21 | Total Produced: 42 | Sleep: 22ms
StoreID: 8 | Date: 28/12/16 | Register: 6 | Sale: $254.74 | Total Produced: 43 | Sleep: 40ms
StoreID: 2 | Date: 2/7/16 | Register: 2 | Sale: $218.3 | Total Produced: 44 | Sleep: 14ms
StoreID: 5 | Date: 30/4/16 | Register: 3 | Sale: $869.99 | Total Produced: 45 | Sleep: 22ms
StoreID: 4 | Date: 25/7/16 | Register: 2 | Sale: $727.95 | Total Produced: 46 | Sleep: 12ms
StoreID: 7 | Date: 6/10/16 | Register: 3 | Sale: $683.78 | Total Produced: 47 | Sleep: 36ms
StoreID: 10 | Date: 11/1/16 | Register: 2 | Sale: $723.98 | Total Produced: 48 | Sleep: 13ms
StoreID: 9 | Date: 7/4/16 | Register: 2 | Sale: $532.48 | Total Produced: 49 | Sleep: 18ms
StoreID: 6 | Date: 7/8/16 | Register: 6 | Sale: $637.72 | Total Produced: 50 | Sleep: 30ms
StoreID: 2 | Date: 4/11/16 | Register: 6 | Sale: $349.35 | Total Produced: 51 | Sleep: 14ms
StoreID: 1 | Date: 26/12/16 | Register: 6 | Sale: $677.47 | Total Produced: 52 | Sleep: 38ms
StoreID: 4 | Date: 27/3/16 | Register: 5 | Sale: $3.68 | Total Produced: 53 | Sleep: 21ms
StoreID: 5 | Date: 10/11/16 | Register: 5 | Sale: $550.68 | Total Produced: 54 | Sleep: 39ms
StoreID: 10 | Date: 5/6/16 | Register: 3 | Sale: $79.07 | Total Produced: 55 | Sleep: 10ms
StoreID: 8 | Date: 2/3/16 | Register: 5 | Sale: $801.23 | Total Produced: 56 | Sleep: 7ms
StoreID: 3 | Date: 7/1/16 | Register: 2 | Sale: $564.55 | Total Produced: 57 | Sleep: 30ms
StoreID: 9 | Date: 15/6/16 | Register: 2 | Sale: $731.29 | Total Produced: 58 | Sleep: 31ms
StoreID: 7 | Date: 21/4/16 | Register: 3 | Sale: $590.56 | Total Produced: 59 | Sleep: 32ms
StoreID: 10 | Date: 1/2/16 | Register: 3 | Sale: $379.96 | Total Produced: 60 | Sleep: 10ms
StoreID: 2 | Date: 11/2/16 | Register: 5 | Sale: $805.78 | Total Produced: 61 | Sleep: 9ms
StoreID: 8 | Date: 26/7/16 | Register: 5 | Sale: $321.22 | Total Produced: 62 | Sleep: 10ms
StoreID: 4 | Date: 25/11/16 | Register: 6 | Sale: $510.56 | Total Produced: 63 | Sleep: 22ms
StoreID: 1 | Date: 11/9/16 | Register: 5 | Sale: $844.61 | Total Produced: 64 | Sleep: 27ms
StoreID: 10 | Date: 29/6/16 | Register: 6 | Sale: $809.18 | Total Produced: 65 | Sleep: 14ms
StoreID: 2 | Date: 10/5/16 | Register: 5 | Sale: $378.99 | Total Produced: 66 | Sleep: 17ms
StoreID: 6 | Date: 23/8/16 | Register: 6 | Sale: $694.74 | Total Produced: 67 | Sleep: 35ms
StoreID: 3 | Date: 21/7/16 | Register: 1 | Sale: $231.76 | Total Produced: 68 | Sleep: 15ms
StoreID: 5 | Date: 10/6/16 | Register: 1 | Sale: $18.84 | Total Produced: 69 | Sleep: 40ms
StoreID: 8 | Date: 22/5/16 | Register: 6 | Sale: $565.06 | Total Produced: 70 | Sleep: 20ms
StoreID: 9 | Date: 26/12/16 | Register: 4 | Sale: $545.39 | Total Produced: 71 | Sleep: 27ms
StoreID: 7 | Date: 20/4/16 | Register: 5 | Sale: $94.41 | Total Produced: 72 | Sleep: 23ms
StoreID: 10 | Date: 20/9/16 | Register: 5 | Sale: $372.99 | Total Produced: 73 | Sleep: 37ms
StoreID: 4 | Date: 12/10/16 | Register: 2 | Sale: $984.47 | Total Produced: 74 | Sleep: 12ms
